,sid,actions,action_times,game_time,n_actions,game_time_to_first_action,game_type,env_type,distr_type,centering_type,game_idx,gave_up,is_tutorial
135,fuy7curqpt,"[4, 1, 1, 3, 2, 1, 1, 4, 1, 2, 3, 2, 1, 4, 3, 4, 1, 2, -1, 1, 1, 2, 1, 4, 3, 4, 1, 1, 4, 4, 4, 4, 1, 1, 4, 4]","[8.119, 8.449, 8.779, 9.895, 10.119, 10.337, 10.857, 11.059, 11.257, 11.475, 11.827, 12.063, 12.315, 12.869, 13.409, 13.691, 13.887, 14.097, 15.385, 18.379, 18.761, 19.207, 19.431, 19.733, 20.829, 21.065, 21.289, 22.025, 24.409, 24.649, 24.905, 25.133, 25.357, 25.957, 26.135, 26.293]",26.35,36,8.119,Env8D0,Env8,0,you,6,0,False
136,fuy7curqpt,"[4, 4, 1, 1, 1, 2, 3, 3, 3, 3, 3, 4, 3, 2, 2, 1, 2, 3, 4, 4, 2, 2, 3, 3]","[7.79, 7.96, 8.946, 9.112, 9.362, 9.588, 9.84, 10.016, 10.17, 10.45, 10.804, 11.038, 11.334, 11.574, 11.854, 12.064, 12.304, 12.544, 12.814, 13.142, 13.428, 13.628, 13.99, 14.164]",14.223,24,7.79,Env2D0,Env2,0,you,7,0,False
137,foho4tmdle,"[1, 2, 2, 3, 1, 2, 2, 2, 2, 2, 2, 4, 4, 4, 2, 3, 3, 3, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 2, 4, 3, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 1, 1, 2, 2, 2, 2, 1, 2, 3, 4, 3, 2, 2, 2, 4, 4, 4, 4, 4, 4, 1, 1, 2, 2, 2, 2, 2, 3, 3, 2, 3, 2, 1, 1, 4, 4, 4]","[7.551, 8.337, 8.762, 11.447, 14.861, 15.583, 15.984, 16.934, 17.347, 17.777, 18.284, 21.059, 21.34, 21.573, 32.929, 34.111, 34.519, 35.156, 37.166, 37.855, 38.644, 39.308, 39.759, 40.185, 40.605, 41.078, 41.575, 42.353, 43.007, 43.923, 45.294, 45.874, 53.474, 53.794, 54.093, 54.513, 54.79, 55.068, 55.321, 55.625, 56.39, 57.217, 58.523, 59.098, 59.872, 60.749, 61.325, 63.089, 64.809, 65.664, 66.084, 67.269, 68.024, 68.847, 69.299, 70.052, 70.756, 71.152, 71.372, 71.633, 71.888, 72.288, 73.35, 73.599, 74.074, 74.467, 77.632, 78.362, 79.067, 80.538, 80.919, 81.29, 81.719, 82.68, 85.768, 86.055, 87.722, 87.946, 88.141]",88.277,79,7.551,Env15D0,Env15,0,"stop,replace",12,0,False
138,fuy7curqpt,"[1, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 1, 4, 1, 1, 1, 2, 3, 2, 3, 2, 4, 4, 4, 4, 3, 4, 4, 4, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 1, 4, 4, 4, 4, 3, 2, 1, 4, 3, 3, 2, 2, 2, 2, 2, 2, 1, -1, 1, 1, 3, 3, 1, 1, 3, 2, 2, 3, 2, 2, 2, 1, 2, 2, 2, 2, 3, 2, 1, 1, 4, 1, 1, 1, 2, 2, 4, 4, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 1, 1, 1, 2, 2, 2, 2, 2, 3, 2, 1, 4, 1, 2, 2, 4, 4, 4, 4, 3, 4, 4, 1, 2, 2, 2, 2, 2, 2, 4]","[7.892, 8.11, 8.374, 8.852, 9.124, 9.284, 9.43, 9.82, 10.068, 10.352, 10.71, 10.89, 11.234, 11.482, 11.654, 11.82, 11.984, 12.24, 12.528, 12.73, 12.912, 13.098, 13.29, 13.458, 13.622, 13.892, 16.358, 16.524, 16.68, 16.906, 17.056, 17.356, 17.558, 17.708, 17.858, 18.014, 18.188, 18.352, 18.518, 18.838, 20.142, 20.558, 20.714, 25.878, 26.09, 26.34, 26.518, 26.668, 26.812, 26.954, 27.114, 27.34, 27.94, 28.49, 28.672, 28.85, 29.102, 29.306, 29.51, 29.71, 30.18, 30.488, 30.586, 35.014, 35.294, 36.336, 36.526, 36.804, 37.168, 37.674, 39.423, 48.322, 48.648, 52.456, 52.636, 53.408, 53.618, 54.068, 54.66, 54.95, 55.614, 55.872, 56.068, 56.24, 56.712, 57.882, 58.296, 58.492, 58.724, 58.944, 59.134, 59.366, 59.532, 59.692, 59.952, 60.17, 62.322, 62.512, 62.726, 62.97, 63.192, 67.358, 67.57, 67.796, 68.004, 68.2, 68.406, 68.608, 68.804, 81.012, 81.216, 81.392, 81.58, 81.786, 82.034, 82.292, 82.51, 82.722, 82.952, 83.254, 83.488, 83.72, 84.022, 84.248, 84.482, 84.738, 84.936, 85.116, 85.344, 85.54, 85.788, 86.004, 86.228, 86.458, 86.66, 86.854, 87.03, 87.198, 87.368, 87.542, 87.778]",87.834,141,7.892,Env15D0,Env15,0,"stop,replace",8,0,False
139,4sus8wgbyk,"[3, 4, 4, 3, 3, 4, 4, 1, 3, 3, 3, -1, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 2, 3, 1, 1, 3, 3, 2, 1, 1, 4, 4, -1, 1, 4, 4, 4, 4, 1, 1, -1, 4, 4, 4, 3, 4, 2, -1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2, 2, 2, 3, 1, 1, 4, -1, 4, 4, 4, 4, 4, 1, 4, 4, 4, 3, 2, 2, 2, 2, 4, 3, 4, -1, 1, 1, 1, 1, 1, -1, 4, 4, 4, 4, 4, 4, 1, 4, 4, 3, 2, 2, 2, 1, 2, 3, 2, -1, 4, 4, 3, 3, 2, 4, 4, 1, 1, 2, 2, -1, 3, 1, 1, 3, 4, 4, 4, 4, 4, 2, 2, 3, 1, 1, -1, 4, 4, 4, 4, 3, 1, 1, -1, 4, 1, 4, 4, 4, 4, 4, 4, 4, 3, 2, 2, 2, 2, 1, 2, 3, 1, 1, 1, 1, 4, 4, -1, 1, 4, 4, 4, 3, 1, 4, 4, 4, 4, 4, 3, 2, 1, 2, 4, 3, 2, 2, 2, 2, 3, 2, -1, 4, 4, 4, 2, 3, 3, 1, 4, 4, 1, 1, 4, 4, 2, 3, 3, 2, 2, -1, 4, 4, 4, 4, 1, 1, 1, 1, -1, 2, 3, 3, 4, 4, 4, 4, 4, 4, 1, 3, 3, 3, 3, 3, -1, 4, 4, 4, 4, 4, 2, 2, 3, 2, -1, 4, 4, 4, 4, 2, 2, 3, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, -1, 4, 4, 1, 1, 1, 1, 1, 1, 1, -1, 4, 3, 3, 4, 1, 4, 4, 4, 4, 3, 4, 4, 4, 1, 1, 3, 3, -1, 4, 4, 4, 4, 4, 1, 4, 4, 4, 3, 2, 2, 2, 2, 1, 2, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, -1, 4, 4, 4, 4, 4, 4, 3, 4, 4, 1, 1, 3, 2, 2, 2, 2, 2, 1, 2, 4, 4, 4, 3, 3, 1, 2, 2, -1, 1, 3, 4, 4, 4, 4, 1, 4, 4, 4, 2, 2, 2, 4, 3, 4, 2, 2, 2, 2, 3, 4, 4, 4, 3, 3, 4, 4, 4, 1, 3, 3, 2, 2, 2, -1, 1, 4, 4, 4, 2, 4, 3, 3, 2, -1, 1, 1, 3, -1, 2, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 1, 3, 3, 4, 4, -1, 4, 4, 4, 4, 4, 4, 4, 1, 4, 1, -1, 4, 4, 4, 4, 4, 4, 1, 4, 3, 3, 4, 3, 2, 2, 2, 4, 4, 1, 1, 2, 2, 2, 4, 3, 1, 1, 1, -1, 4, 4, 4, 4, 4, 4, 1, 4, 3, 3, 4, 3, 2, 2, 2, 2, 2, 1, 2, 2, -1, 4, 4, 4, 4, 4, 1, 4, 4, 4, 3, 2, 2, 2, 2, 3, 2, 2, -1, 1, 4, 4, 4, 4, 2, 2, 3, 3, 4, 4, 4, 1, 3, 3, 4, 2, 1, 1, 4, 4, 3, 2, -1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 3, 2, 2, 2, 2, 2, 1, 2, 3, 3, 1, 1, 1, 1, 4, 4, 4, 3, 4, 3, 4, 2, 4, -1, 1, 3, 3, 3, 4, 4, 4, 1, 1, 2, 2, -1, 2, 4, 4, 4, 4, 1, 4, 4, 4, 3, 3, 3, 2, 1, 1, 1, 1, 3, -1, 3, 4, 4, 3, 4, 1, 1, 2, -1, 4, 4, 4, 4, 4, 4, 3, 4, 1, 1, 1, 1, 1, 1, 1, -1, 2, 2, 4, 4, 4, 3, 4, 4, 3, 4, 4, 4, 1, 1, 1, 1, 1, 3, 2, 3, 3, -1, 4, 4, 4, 3, 3, 2, 2, -1, 3, 3, 4, 4, 4, 4, 1, 1, 1, 2, 3, -1, 1, 1, 1, 1, 1, -1, 4, 4, 4, 3, 3, 1, 4, 4, 4, 4, 4, 2, 2, 2, -1, 2, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 3, 2, 2, 1, 2, 3, 2, 2, 1, 1]","[4.153, 8.733, 9.097, 11.742, 12.089, 12.412, 12.801, 15.034, 16.793, 17.211, 17.579, 19.376, 20.481, 20.776, 21.035, 21.313, 21.682, 22.06, 22.642, 24.027, 25.075, 25.948, 26.311, 26.748, 28.41, 28.679, 29.514, 29.795, 30.136, 30.498, 31.117, 31.497, 31.755, 33.007, 34.57, 35.039, 35.245, 35.42, 35.612, 36.045, 36.471, 38.104, 40.915, 41.246, 42.565, 43.536, 44.419, 44.747, 46.247, 47.128, 47.794, 48.065, 48.296, 48.535, 48.767, 49.028, 49.299, 49.798, 50.237, 50.805, 51.239, 51.73, 52.416, 53.392, 53.841, 54.38, 55.952, 59.744, 60.089, 60.347, 60.719, 61.066, 61.617, 61.956, 62.235, 62.582, 62.988, 63.387, 63.746, 64.098, 64.501, 65.461, 67.267, 67.862, 69.48, 70.719, 70.97, 71.214, 71.454, 71.655, 72.664, 73.564, 73.821, 74.041, 74.274, 74.532, 74.813, 75.277, 75.566, 75.861, 76.28, 78.315, 78.558, 78.776, 80.505, 80.907, 81.472, 82.261, 83.96, 85.511, 85.862, 86.312, 86.699, 87.114, 87.46, 87.87, 88.263, 88.676, 89.093, 89.521, 90.872, 92.312, 92.852, 93.494, 94.783, 95.862, 96.152, 99.611, 104.195, 104.539, 105.262, 107.809, 108.225, 108.723, 109.11, 110.368, 111.516, 111.719, 111.926, 112.141, 112.512, 113.157, 113.436, 114.768, 120.684, 121.261, 122.183, 122.439, 122.7, 122.988, 123.264, 123.856, 124.362, 124.729, 125.123, 125.552, 126.81, 127.259, 127.875, 128.371, 128.978, 129.674, 129.947, 130.169, 130.386, 130.632, 130.822, 132.08, 133.29, 133.739, 133.993, 134.305, 137.051, 138.98, 139.382, 139.623, 143.219, 143.681, 144.125, 144.719, 145.274, 147.372, 147.869, 149.344, 149.808, 151.388, 151.631, 151.845, 153.384, 155.252, 156.338, 158.007, 159.248, 159.482, 159.732, 160.535, 161.54, 162.424, 163.481, 163.874, 164.478, 165.164, 165.468, 165.794, 166.048, 166.929, 167.622, 167.905, 168.341, 168.643, 169.999, 171.163, 186.506, 187.099, 187.43, 188.554, 188.821, 189.088, 189.352, 191.344, 192.65, 193.688, 194.05, 194.386, 194.611, 194.822, 195.026, 195.243, 195.555, 197.051, 197.801, 198.382, 198.772, 199.031, 199.295, 204.743, 209.426, 209.887, 210.216, 210.534, 210.828, 215.751, 216.128, 216.952, 217.28, 219.903, 223.497, 223.779, 224.024, 224.296, 227.108, 227.44, 227.771, 228.104, 228.929, 229.276, 230.148, 230.499, 230.816, 231.058, 231.312, 231.524, 231.742, 233.208, 238.478, 238.823, 239.649, 239.897, 240.116, 240.31, 240.501, 240.696, 240.878, 242.272, 254.054, 254.73, 255.077, 255.453, 255.918, 257.625, 258.054, 258.486, 258.954, 260.652, 261.105, 261.417, 261.894, 262.327, 262.898, 263.364, 263.64, 265.439, 268.195, 269.001, 269.298, 269.574, 273.875, 274.319, 274.934, 275.168, 275.418, 275.79, 276.124, 276.493, 276.742, 277.019, 277.677, 278.01, 278.786, 279.543, 279.85, 280.071, 280.27, 280.438, 280.598, 280.763, 280.902, 281.074, 282.92, 284.758, 285.557, 286.06, 288.839, 289.299, 290.036, 290.815, 291.14, 291.744, 292.217, 293.035, 293.705, 294.049, 294.464, 295.05, 296.98, 300.38, 301.886, 303.313, 304.556, 304.774, 305.021, 305.679, 307.279, 307.853, 308.51, 308.771, 310.351, 311.825, 312.74, 313.18, 313.455, 313.705, 313.951, 315.014, 315.745, 316.086, 316.396, 318.832, 319.959, 320.256, 321.286, 321.677, 322.951, 323.904, 324.185, 324.435, 324.717, 325.173, 325.744, 326.073, 327.69, 329.799, 330.58, 330.978, 331.369, 331.764, 332.166, 332.828, 333.264, 333.559, 333.793, 333.963, 335.535, 338.329, 339.009, 339.262, 339.555, 340.345, 340.95, 341.313, 345.482, 345.963, 347.784, 351.158, 357.571, 358.2, 359.983, 361.023, 362.646, 363.044, 363.462, 363.799, 364.1, 364.389, 364.717, 365.067, 371.845, 372.936, 374.142, 374.827, 375.836, 376.54, 376.942, 377.362, 377.676, 379.015, 380.314, 380.592, 380.823, 381.08, 389.405, 390.337, 390.643, 391.38, 391.86, 392.869, 394.999, 396.079, 396.217, 396.399, 396.563, 396.754, 397.083, 397.556, 397.912, 398.381, 398.898, 399.345, 399.772, 400.221, 400.584, 401.015, 402.138, 402.405, 403.174, 403.543, 403.897, 404.153, 404.409, 406.181, 409.7, 410.3, 410.675, 411.003, 412.352, 413.783, 413.996, 414.184, 414.362, 414.6, 414.818, 415.695, 416.033, 417.155, 417.88, 418.677, 419.073, 419.532, 419.822, 420.136, 420.587, 421.392, 422.92, 423.647, 424.011, 425.431, 428.194, 428.734, 429.015, 429.302, 429.576, 430.702, 431.673, 433.008, 434.292, 434.822, 437.013, 437.297, 437.57, 437.88, 438.519, 439.401, 439.726, 441.496, 442.654, 443.285, 443.547, 443.812, 444.086, 444.915, 445.213, 445.693, 446.027, 446.398, 447.105, 447.816, 448.75, 449.422, 449.745, 450.411, 452.119, 452.441, 454.833, 455.217, 456.244, 456.981, 457.628, 459.088, 461.444, 462.07, 462.329, 462.59, 463.461, 463.716, 464.592, 464.908, 467.132, 468.032, 468.376, 468.83, 469.686, 470.15, 470.566, 470.869, 471.271, 472.95, 473.713, 474.08, 474.61, 475.323, 476.254, 476.5, 476.74, 476.974, 477.181, 477.408, 477.633, 477.947, 478.066, 478.237, 478.616, 478.826, 478.952, 480.104, 481.414, 482.98, 483.267, 483.558, 483.955, 484.251, 484.545, 485.313, 486.661, 487.19, 487.47, 488.831, 489.956, 490.545, 490.841, 491.136, 491.819, 493.451, 495.515, 496.044, 496.404, 497.94, 498.238, 498.521, 498.823, 499.202, 499.557, 499.974, 500.241, 500.661, 502.096, 503.676, 503.982, 504.269, 504.58, 504.811, 505.178, 505.811, 506.441, 508.032, 509.815, 510.034, 510.291, 510.586, 510.906, 511.244, 511.727, 512.302, 512.702, 513.154, 513.574, 513.95, 514.223, 514.458, 514.649, 515.744, 518.478, 518.774, 519.164, 519.405, 519.696, 520.022, 520.355, 520.891, 521.491, 521.905, 522.136, 522.404, 522.836, 523.133, 523.483, 523.763, 524.027, 524.469, 524.925, 525.242, 525.498, 526.935, 529.277, 529.513, 529.763, 530.394, 530.774, 531.08, 531.652, 532.976, 534.529, 534.882, 535.173, 535.496, 535.818, 536.177, 536.892, 537.448, 537.824, 538.334, 538.707, 540.056, 545.025, 545.477, 545.77, 546.019, 546.233, 547.688, 550.17, 556.745, 557.188, 564.021, 564.442, 564.979, 565.256, 565.507, 565.719, 565.909, 566.07, 566.268, 566.449, 566.608, 568.168, 569.093, 570.006, 571.676, 571.924, 575.733, 578.098, 578.352, 578.575, 578.785, 579.009, 579.277, 580.22, 580.918, 581.297, 581.699, 582.209, 583.821, 584.158, 585.632, 586.78, 587.266, 587.621, 587.889]",587.966,696,4.153,Env7D0,Env7,0,you,6,0,False
140,qzb39nnuo6,"[3, 3, 3, 4, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 2, 2, 1, -1, 3, 3, 3, 3, 4, 3, 2, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 4, 4, 4, 1, 1, 1, 4, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 1, 1, 1, 1, 1, 3, 3, 3, 3, 4]","[14.484, 14.818, 15.491, 16.191, 16.787, 17.057, 17.45, 17.733, 18.027, 18.317, 37.817, 38.983, 39.558, 39.828, 40.189, 40.436, 63.068, 63.467, 63.759, 64.061, 64.322, 64.938, 66.583, 66.875, 67.404, 67.697, 68.181, 82.466, 157.246, 157.611, 158.188, 162.109, 163.925, 164.531, 165.826, 166.209, 166.67, 168.122, 171.084, 230.583, 239.154, 240.442, 240.971, 241.263, 241.477, 241.667, 241.837, 242.017, 242.715, 243.255, 244.335, 244.828, 245.212, 245.572, 245.796, 246.012, 246.236, 246.753, 247.102, 247.416, 248.374, 249.205, 249.26, 249.633, 250.23, 251.445, 251.692, 251.906, 252.12, 253.121, 253.358, 253.571, 253.749, 254.145]",254.171,74,14.484,Env12D0,Env12,0,"sink,replace",13,0,False
141,fuy7curqpt,"[3, 3, 3, 3, 4, 3, 2, 1, 1, 1, 2, 2, 1, 4, 4, 4, 4, 3, 3, 3, 2, 3, 2, 3, 3, 4, 4, 1, 1, 1, 1, 4, 1, 2, 2, 2, 2, 3, 2, 1, 1, 4, 1, 2, 2, 1, 2, 4, 3, 2, 2, 3, 2, 1, 3, 3, 3, 3, 4]","[9.69, 13.606, 13.856, 14.096, 14.372, 14.906, 15.228, 15.49, 15.834, 16.052, 16.576, 17.14, 20.342, 24.892, 25.1, 25.264, 25.722, 26.034, 26.288, 26.558, 27.366, 27.638, 27.858, 28.07, 28.256, 28.574, 28.826, 29.278, 33.098, 33.372, 33.844, 35.342, 35.534, 35.744, 36.306, 36.996, 37.498, 37.81, 38.064, 38.348, 39.352, 39.658, 39.884, 40.124, 40.36, 49.18, 49.408, 57.936, 64.976, 69.944, 70.232, 70.426, 70.65, 70.854, 71.154, 71.34, 71.506, 71.674, 71.858]",71.918,59,9.69,Env12D1,Env12,1,"sink,replace",9,0,False
142,4sus8wgbyk,"[3, 3, 3, 4, 4, 4, 1, 1, 1, 2, 1, 1, 1, 4, 3, 3, 3, 3, 4, 3, 2, 2, 1, 2, 3, 3, 4, 4, 2, 2, 3, 3]","[16.994, 17.337, 17.748, 18.226, 18.508, 18.76, 28.088, 28.5, 28.957, 29.295, 29.667, 30.069, 30.579, 30.968, 31.89, 32.455, 33.666, 34.987, 36.105, 36.47, 36.974, 37.524, 38.421, 38.743, 39.358, 40.225, 41.427, 41.807, 42.08, 42.317, 43.124, 43.491]",43.559,32,16.994,Env2D1,Env2,1,you,7,0,False
143,qzb39nnuo6,"[4, 4, 4, 4, 1, 4, 4, 4, 4, 3, 2, 2, 1, 2, 3, 1, 1]","[16.911, 17.131, 17.627, 17.907, 18.784, 19.471, 19.786, 20.112, 20.843, 21.327, 22.047, 22.351, 23.048, 23.419, 23.858, 24.758, 25.715]",25.741,17,16.911,Env7D0,Env7,0,you,14,0,False
144,fuy7curqpt,"[2, 4, 4, 3, 4, 4, 1, 4, 1, 1, 4, 1, 2, 2, 2, 2, 2, 4, 4, 4, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 4, 1, 2, 3, 2, 1, 1, 1, 1, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 3]","[3.255, 3.665, 3.905, 4.263, 14.525, 14.713, 14.927, 15.265, 15.929, 17.055, 17.251, 17.429, 17.653, 17.813, 17.959, 18.105, 18.263, 18.829, 19.011, 19.159, 19.377, 19.713, 23.787, 24.241, 24.519, 24.711, 24.983, 25.197, 25.559, 26.447, 26.657, 26.825, 26.975, 27.125, 27.321, 27.495, 27.651, 27.893, 28.095, 28.315, 28.553, 28.773, 28.985, 29.153, 29.307, 29.501, 29.713, 29.899, 30.067, 30.245, 30.583, 30.787, 30.965, 31.131, 31.287, 31.459, 31.633, 31.817, 32.013]",32.07,59,3.255,Env4D1,Env4,1,win,10,0,False
145,fuy7curqpt,"[4, 3, 3, 3, 2, 2, 2, 2, 3, 4, 4, 3, 3, 1, 1, 3, 3, 4, 1, 1, 1, 2, 3, 1, 1, 4, 4, 4, 3, 3, 3, 2, 4, 3, 3, 3, 3]","[4.047, 4.319, 4.501, 4.689, 4.987, 7.381, 7.591, 7.963, 9.147, 9.481, 9.687, 10.291, 10.473, 10.685, 10.903, 11.287, 11.489, 11.735, 11.947, 12.205, 12.509, 13.293, 13.969, 14.901, 15.087, 15.349, 15.605, 16.691, 16.907, 17.097, 17.365, 18.329, 18.631, 18.883, 19.075, 19.257, 19.447]",19.504,37,4.047,Env10D0,Env10,0,"you,stop",11,0,False
146,fuy7curqpt,"[4, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 4, 3, -1, 4, 4, 3, 1, 1, 1, 1, 4, 1, 2, 2, 2, 2, 4, 3, 3, 3, 4, 4, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 4, 1, 2, 2, 4, 4, 4, 4, 3, 3]","[1.25, 14.866, 15.226, 15.422, 15.59, 15.756, 15.918, 16.18, 16.36, 16.52, 16.688, 16.852, 17.088, 17.316, 17.626, 17.808, 18.004, 19.115, 20.206, 20.376, 20.632, 24.672, 24.836, 25.016, 25.192, 25.404, 25.586, 25.838, 25.99, 26.134, 26.318, 26.652, 26.974, 27.132, 27.286, 27.488, 27.654, 27.912, 28.078, 28.236, 28.41, 28.618, 28.802, 28.948, 29.088, 29.238, 29.384, 29.536, 29.708, 29.882, 30.062, 30.252, 30.51, 30.676, 30.832, 30.976, 31.206, 31.338]",31.395,58,1.25,Env6D0,Env6,0,replace,12,0,False
147,fuy7curqpt,"[3, 3, 3, 2, 2, 1, 4, 3, 4, 1, 1, 1, 1, 1, 3, 2, 3, 2, 2, 1, 4, 3, 4, 1, 1, 3, 3, 4, 4, 4, 4, 4, 1, 4, 4, 1, 1, 1, 4, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 4, 1, 1, 3, 3, 2, 2, 1, 1, 1, 4, 4, 2, 3, 3]","[2.222, 13.636, 13.918, 14.614, 15.174, 15.444, 15.69, 15.922, 16.134, 16.338, 16.532, 16.708, 16.898, 17.26, 17.676, 17.934, 18.314, 18.56, 18.918, 19.138, 19.446, 19.78, 19.98, 20.194, 20.38, 20.66, 20.866, 21.196, 21.398, 21.58, 21.772, 22.008, 26.82, 28.77, 29.422, 29.622, 29.792, 30.226, 30.428, 30.728, 31.058, 31.3, 31.672, 31.944, 32.114, 32.278, 32.458, 32.644, 32.848, 33.12, 33.302, 33.576, 33.894, 34.152, 34.384, 34.59, 34.786, 34.982, 35.156, 35.382, 35.604, 35.786, 36.102, 36.336, 36.506]",36.56,65,2.222,Env9D0,Env9,0,"float,win",13,0,False
148,fuy7curqpt,"[4, 4, 4, 4, 4, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 4, 3, 3, 3, 3, 2, 1, 1, 1, 3, 3, 3, 2, 2, 3, 3, 3, 3, 4, 4, 1, 1, -1, 2, 2, 3, 3, 4, 4, 1, 1, 1, 2, 1, 1, 1, 4, 3, 3, 3, 3, 3, 1, 1, 1, 1, 4, 4, 4, 1, 1, 1, 2, 2, 2, 3, 2, 2, 1, 2, 2, 1, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3]","[2.29, 2.456, 2.622, 2.786, 3.028, 10.72, 10.926, 11.088, 11.276, 11.582, 11.754, 13.272, 13.472, 14.628, 14.982, 15.222, 15.432, 15.7, 15.874, 16.038, 16.29, 16.572, 16.77, 16.944, 17.102, 17.38, 22.108, 22.892, 23.126, 23.288, 23.502, 23.672, 23.846, 23.966, 24.302, 24.502, 24.916, 25.21, 27.122, 27.858, 28.024, 28.218, 28.392, 28.588, 28.762, 29.128, 29.278, 29.44, 29.662, 29.838, 29.978, 30.13, 30.368, 31.398, 31.618, 31.796, 32.676, 33.862, 34.126, 34.308, 34.486, 34.636, 34.876, 35.07, 35.322, 35.58, 35.736, 36.028, 36.234, 36.38, 36.518, 37.468, 37.742, 37.95, 38.208, 38.714, 38.88, 39.068, 39.288, 39.444, 39.588, 39.734, 39.882, 40.026, 40.18, 40.332, 40.526, 40.67, 40.812, 40.952]",41.011,90,2.29,Env11D0,Env11,0,"replace,win",14,0,False
