action,search_n_nodes,search_depth,n_calls,n_err,env_name,seed
2,0,0,1,0,Env1D0,45
2,0,0,1,0,Env1D1,45
2,33,1,14,0,Env2D0,45
2,25,1,23,0,Env2D1,45
2,2,1,10,0,Env3D0,45
2,21,1,24,0,Env3D1,45
2,4,1,10,0,Env4D0,45
2,1,1,8,0,Env4D1,45
2,6,1,10,0,Env5D0,45
2,29,1,19,0,Env5D1,45
2,7,1,13,0,Env6D0,45
2,5,1,15,0,Env6D1,45
1,33,1,14,0,Env7D0,45
1,61,1,33,0,Env7D1,45
1,43,1,18,0,Env8D0,45
1,76,1,24,0,Env8D1,45
2,88,2,55,0,Env9D0,45
2,150,2,84,0,Env9D1,45
2,144,2,31,0,Env10D0,45
2,273,2,35,0,Env10D1,45
1,78,2,61,0,Env11D0,45
1,82,2,72,0,Env11D1,45
2,86,2,25,0,Env12D0,45
2,193,2,73,0,Env12D1,45
3,82,2,46,0,Env13D0,45
1,142,2,67,0,Env13D1,45
2,163,2,37,0,Env14D0,45
2,483,2,95,0,Env14D1,45
3,52,2,25,0,Env15D0,45
3,122,2,43,0,Env15D1,45
2,0,0,1,0,Env1D0,46
2,0,0,1,0,Env1D1,46
2,45,1,15,0,Env2D0,46
2,99,1,42,0,Env2D1,46
2,17,1,20,0,Env3D0,46
2,55,1,36,0,Env3D1,46
2,3,1,10,0,Env4D0,46
2,1,1,8,0,Env4D1,46
2,5,1,10,0,Env5D0,46
2,5,1,15,0,Env5D1,46
2,2,1,11,0,Env6D0,46
2,2,1,10,0,Env6D1,46
1,45,1,15,0,Env7D0,46
1,72,1,39,0,Env7D1,46
1,5,1,13,0,Env8D0,46
1,23,1,23,0,Env8D1,46
2,95,2,57,0,Env9D0,46
2,148,2,82,0,Env9D1,46
2,84,2,31,0,Env10D0,46
2,213,2,35,0,Env10D1,46
1,83,2,63,0,Env11D0,46
2,79,2,70,0,Env11D1,46
2,76,2,22,0,Env12D0,46
2,201,2,73,0,Env12D1,46
2,82,2,48,0,Env13D0,46
1,148,2,78,0,Env13D1,46
2,159,2,36,0,Env14D0,46
2,460,2,96,0,Env14D1,46
3,51,2,24,0,Env15D0,46
3,132,2,57,0,Env15D1,46
2,0,0,1,0,Env1D0,47
2,0,0,1,0,Env1D1,47
2,11,1,14,0,Env2D0,47
2,101,1,39,0,Env2D1,47
2,29,1,22,0,Env3D0,47
2,94,1,45,0,Env3D1,47
2,4,1,10,0,Env4D0,47
2,5,1,11,0,Env4D1,47
2,12,1,12,0,Env5D0,47
2,18,1,15,0,Env5D1,47
2,8,1,14,0,Env6D0,47
2,2,1,10,0,Env6D1,47
1,11,1,14,0,Env7D0,47
1,8,1,14,0,Env7D1,47
1,106,1,20,0,Env8D0,47
1,2,1,7,0,Env8D1,47
2,74,2,36,0,Env9D0,47
2,142,2,76,0,Env9D1,47
2,132,2,31,0,Env10D0,47
2,237,2,35,0,Env10D1,47
2,76,2,61,0,Env11D0,47
2,83,2,77,0,Env11D1,47
2,77,2,21,0,Env12D0,47
2,153,2,46,0,Env12D1,47
2,81,2,45,0,Env13D0,47
1,128,2,45,0,Env13D1,47
2,150,2,36,0,Env14D0,47
2,373,2,85,0,Env14D1,47
3,47,2,19,0,Env15D0,47
3,131,2,54,0,Env15D1,47
2,0,0,1,0,Env1D0,48
2,0,0,1,0,Env1D1,48
2,37,1,14,0,Env2D0,48
2,44,1,16,0,Env2D1,48
2,19,1,24,0,Env3D0,48
2,49,1,28,0,Env3D1,48
2,2,1,9,0,Env4D0,48
2,1,1,8,0,Env4D1,48
2,3,1,10,0,Env5D0,48
2,27,1,29,0,Env5D1,48
2,6,1,13,0,Env6D0,48
2,10,1,14,0,Env6D1,48
1,37,1,14,0,Env7D0,48
1,24,1,24,0,Env7D1,48
1,35,1,18,0,Env8D0,48
1,196,1,38,0,Env8D1,48
2,76,2,41,0,Env9D0,48
2,148,2,83,0,Env9D1,48
2,95,2,31,0,Env10D0,48
2,164,2,35,0,Env10D1,48
1,65,2,46,0,Env11D0,48
2,80,2,69,0,Env11D1,48
2,87,2,25,0,Env12D0,48
2,169,2,69,0,Env12D1,48
2,78,2,35,0,Env13D0,48
1,127,2,47,0,Env13D1,48
2,153,2,35,0,Env14D0,48
2,334,2,67,0,Env14D1,48
3,48,2,23,0,Env15D0,48
3,146,2,60,0,Env15D1,48
2,0,0,1,0,Env1D0,49
2,0,0,1,0,Env1D1,49
2,31,1,15,0,Env2D0,49
2,70,1,34,0,Env2D1,49
2,50,1,24,0,Env3D0,49
2,50,1,28,0,Env3D1,49
2,2,1,9,0,Env4D0,49
2,3,1,10,0,Env4D1,49
2,8,1,12,0,Env5D0,49
2,6,1,15,0,Env5D1,49
2,4,1,12,0,Env6D0,49
2,13,1,14,0,Env6D1,49
1,31,1,15,0,Env7D0,49
1,59,1,41,0,Env7D1,49
1,42,1,18,0,Env8D0,49
1,156,1,36,0,Env8D1,49
2,79,2,48,0,Env9D0,49
2,160,2,88,0,Env9D1,49
2,115,2,31,0,Env10D0,49
2,196,2,35,0,Env10D1,49
2,62,2,40,0,Env11D0,49
2,104,2,100,0,Env11D1,49
2,80,2,23,0,Env12D0,49
2,152,2,43,0,Env12D1,49
3,80,2,43,0,Env13D0,49
1,123,2,42,0,Env13D1,49
2,163,2,37,0,Env14D0,49
2,436,2,93,0,Env14D1,49
3,54,2,25,0,Env15D0,49
3,140,2,58,0,Env15D1,49
