action,search_n_nodes,search_depth,n_calls,n_call_dict,n_sol,env_name,seed
4,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
1,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
1,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
1,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
2,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
2,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
3,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
3,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
2,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
3,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
1,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
1,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
1,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
4,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
2,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
2,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
2,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
2,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
2,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
2,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
3,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
3,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
3,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
2,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
2,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
4,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
4,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
4,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
3,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
1,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
1,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
1,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
1,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
1,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
4,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
4,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
4,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
1,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
4,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
2,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
2,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
2,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
2,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
2,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
3,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
3,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
3,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
3,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
1,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
1,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
1,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
1,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
1,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
1,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
1,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
3,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
3,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
3,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
4,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
4,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
4,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
4,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
4,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
2,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
4,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
4,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
1,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
3,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
3,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
3,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
3,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
3,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
3,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
2,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
2,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
2,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
2,144513,5,171499.75,"{0: 0, 1: 67, 2: 1968, 3: 26972, 4: 142376, 5: 467}",4,Env11D0
3,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
1,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
1,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
1,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
4,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
1,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
4,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
2,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
2,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
2,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
2,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
3,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
2,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
4,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
1,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
4,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
2,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
3,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
3,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
3,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
3,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
3,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
2,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
4,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
4,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
1,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
1,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
1,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
1,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
1,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
1,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
1,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
1,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
3,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
3,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
3,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
4,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
4,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
4,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
4,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
4,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
2,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
4,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
4,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
1,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
3,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
3,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
3,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
3,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
3,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
3,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
2,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
2,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
2,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
2,3320732,5,3748495.25,"{0: 0, 1: 112, 2: 7210, 3: 274423, 4: 3466748, 5: 9}",4,Env11D1
2,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
2,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
2,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
2,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
2,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
2,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
3,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
3,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
1,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
1,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
1,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
3,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
1,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
4,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
4,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
4,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
4,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
4,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
4,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
4,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
4,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
2,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
4,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
1,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
1,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
1,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
3,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
2,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
2,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
2,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
2,94,2,104.0,"{0: 0, 1: 103, 2: 1}",1,Env12D0,0
2,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
2,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
2,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
2,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
2,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
2,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
3,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
3,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
1,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
1,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
1,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
3,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
1,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
4,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
4,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
4,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
4,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
4,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
2,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
4,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
1,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
1,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
3,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
1,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
4,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
4,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
4,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
2,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
4,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
1,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
3,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
2,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
2,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
2,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
2,240,2,254.0,"{0: 0, 1: 253, 2: 1}",1,Env12D1,0
4,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
4,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
4,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
4,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
2,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
2,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
2,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
3,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
1,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
3,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
2,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
2,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
2,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
4,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
2,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
3,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
1,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
3,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
2,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
4,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
1,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
1,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
1,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
1,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
1,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
4,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
2,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
2,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
2,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
2,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
2,2523,3,2733.4,"{0: 0, 1: 191, 2: 2540, 3: 24}",10,Env13D0
4,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
4,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
4,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
4,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
2,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
2,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
2,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
3,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
1,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
3,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
2,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
4,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
4,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
2,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
2,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
2,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
2,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
3,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
1,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
1,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
1,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
4,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
1,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
3,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
4,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
1,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
1,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
3,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
2,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
2,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
2,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
2,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
2,126734,4,135454.03125,"{0: 0, 1: 277, 2: 8547, 3: 126624, 4: 965}",160,Env13D1
