action,search_n_nodes,search_depth,n_calls,n_call_dict,n_sol,env_name,seed
3,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
3,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
3,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
1,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
1,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
1,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
1,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
4,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
4,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
4,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
4,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
3,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
2,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
2,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
2,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
2,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
2,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
2,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
2,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
3,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
1,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
1,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
1,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
1,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
1,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
1,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
3,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
1,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
4,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
4,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
3,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
3,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
3,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
3,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
2,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
2,9160,3,9870.0,"{0: 0, 1: 179, 2: 9690, 3: 1}",1,Env6D1,0
3,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
3,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
3,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
3,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
3,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
3,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
1,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
3,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
3,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
2,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
4,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
4,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
1,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
4,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
2,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
3,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
3,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
3,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
3,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
1,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
1,219,2,224.0,"{0: 0, 1: 214, 2: 10}",1,Env7D0,0
3,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
3,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
3,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
3,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
3,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
3,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
1,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
3,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
3,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
2,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
4,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
4,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
1,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
4,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
2,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
3,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
3,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
3,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
1,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
1,400,2,404.0,"{0: 0, 1: 362, 2: 42}",1,Env7D1,0
1,206,2,215.0,"{0: 0, 1: 202, 2: 13}",1,Env8D0,0
1,206,2,215.0,"{0: 0, 1: 202, 2: 13}",1,Env8D0,0
1,206,2,215.0,"{0: 0, 1: 202, 2: 13}",1,Env8D0,0
4,206,2,215.0,"{0: 0, 1: 202, 2: 13}",1,Env8D0,0
1,206,2,215.0,"{0: 0, 1: 202, 2: 13}",1,Env8D0,0
3,206,2,215.0,"{0: 0, 1: 202, 2: 13}",1,Env8D0,0
2,206,2,215.0,"{0: 0, 1: 202, 2: 13}",1,Env8D0,0
3,206,2,215.0,"{0: 0, 1: 202, 2: 13}",1,Env8D0,0
1,206,2,215.0,"{0: 0, 1: 202, 2: 13}",1,Env8D0,0
3,206,2,215.0,"{0: 0, 1: 202, 2: 13}",1,Env8D0,0
3,206,2,215.0,"{0: 0, 1: 202, 2: 13}",1,Env8D0,0
3,206,2,215.0,"{0: 0, 1: 202, 2: 13}",1,Env8D0,0
3,206,2,215.0,"{0: 0, 1: 202, 2: 13}",1,Env8D0,0
3,206,2,215.0,"{0: 0, 1: 202, 2: 13}",1,Env8D0,0
3,206,2,215.0,"{0: 0, 1: 202, 2: 13}",1,Env8D0,0
1,206,2,215.0,"{0: 0, 1: 202, 2: 13}",1,Env8D0,0
1,206,2,215.0,"{0: 0, 1: 202, 2: 13}",1,Env8D0,0
1,340,2,348.0,"{0: 0, 1: 305, 2: 43}",1,Env8D1,0
1,340,2,348.0,"{0: 0, 1: 305, 2: 43}",1,Env8D1,0
1,340,2,348.0,"{0: 0, 1: 305, 2: 43}",1,Env8D1,0
4,340,2,348.0,"{0: 0, 1: 305, 2: 43}",1,Env8D1,0
1,340,2,348.0,"{0: 0, 1: 305, 2: 43}",1,Env8D1,0
3,340,2,348.0,"{0: 0, 1: 305, 2: 43}",1,Env8D1,0
2,340,2,348.0,"{0: 0, 1: 305, 2: 43}",1,Env8D1,0
3,340,2,348.0,"{0: 0, 1: 305, 2: 43}",1,Env8D1,0
1,340,2,348.0,"{0: 0, 1: 305, 2: 43}",1,Env8D1,0
3,340,2,348.0,"{0: 0, 1: 305, 2: 43}",1,Env8D1,0
3,340,2,348.0,"{0: 0, 1: 305, 2: 43}",1,Env8D1,0
3,340,2,348.0,"{0: 0, 1: 305, 2: 43}",1,Env8D1,0
3,340,2,348.0,"{0: 0, 1: 305, 2: 43}",1,Env8D1,0
3,340,2,348.0,"{0: 0, 1: 305, 2: 43}",1,Env8D1,0
3,340,2,348.0,"{0: 0, 1: 305, 2: 43}",1,Env8D1,0
1,340,2,348.0,"{0: 0, 1: 305, 2: 43}",1,Env8D1,0
1,340,2,348.0,"{0: 0, 1: 305, 2: 43}",1,Env8D1,0
2,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
2,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
2,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
4,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
1,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
1,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
1,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
1,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
1,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
4,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
1,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
3,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
2,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
2,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
2,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
4,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
1,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
1,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
4,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
1,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
3,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
2,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
3,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
3,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
2,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
2,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
3,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
3,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
3,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
3,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
3,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
1,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
1,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
4,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
1,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
3,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
2,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
3,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
3,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
2,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
2,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
2,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
4,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
2,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
4,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
1,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
1,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
1,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
1,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
2,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
2,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
2,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
2,391030,5,424494.0,"{0: 0, 1: 258, 2: 7023, 3: 90049, 4: 326872, 5: 876}",3,Env9D0
2,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
2,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
2,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
4,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
1,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
1,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
1,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
1,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
1,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
4,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
1,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
3,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
2,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
2,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
2,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
4,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
1,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
1,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
4,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
1,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
3,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
2,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
3,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
3,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
2,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
2,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
3,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
3,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
3,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
3,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
3,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
1,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
1,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
4,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
1,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
3,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
2,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
3,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
3,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
2,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
2,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
2,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
4,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
2,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
4,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
1,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
1,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
1,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
1,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
2,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
2,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
2,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
2,9692848,5,10248207.0,"{0: 0, 1: 369, 2: 22014, 3: 772910, 4: 9452913, 5: 3}",3,Env9D1
3,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
2,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
2,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
2,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
2,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
2,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
2,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
4,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
1,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
1,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
1,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
2,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
2,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
3,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
3,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
3,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
2,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
3,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
1,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
1,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
4,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
1,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
3,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
3,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
3,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
3,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
1,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
3,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
2,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
4,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
4,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
4,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
4,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
4,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
4,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
2,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
2,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
2,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
2,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
2,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
2,1358,3,1361.1518987341772,"{0: 0, 1: 210, 2: 1150, 3: 91}",79,Env10D0,0
3,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
2,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
2,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
2,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
2,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
2,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
2,2154,3,2190.148936170213,"{0: 0, 1: 244, 2: 1945, 3: 108}",94,Env10D1,0
